source,food_id,name_local,name_en,lang,category,serving_basis,energy_kcal,protein_g,phosphorus_mg,potassium_mg,sodium_mg,notes
,kr-490.0,"고추, 초록색, 작은것 생것","Hot pepper, chili, green, small, raw",ko,Vegetables,100g,57.0,2.06,27.0,291.0,3.0,
,kr-491.0,"고추 (Urka bangala), 빨간색, 말린것","Hot pepper, chili, red, dried",ko,Vegetables,100g,356.0,10.68,4.0,7.0,,
,kr-492.0,"고추, 초록색, 생것","Hot pepper, green, raw",ko,Vegetables,100g,44.0,0.8,54.0,258.0,11.0,
,kr-493.0,"고추, 빨간색, 생것","Hot pepper, red, raw",ko,Vegetables,100g,44.0,0.8,62.0,569.5,13.0,
,kr-494.0,"고추, 야생, 생것","Pepper, chili, wild, raw",ko,Vegetables,100g,74.0,2.69,13.0,268.0,20.0,
,kr-495.0,"호박, 줄기, 생것","Pumpkin stems, raw",ko,Vegetables,100g,35.0,4.38,,,,
,kr-496.0,"호박, 잎, 생것","Pumpkin, leaves, tender, raw",ko,Vegetables,100g,57.0,4.42,73.0,419.0,10.0,
,kr-497.0,"호박 (BARI Hybrid Mistikumra-1), 단호박, 씨 제거, 생것","Pumpkin, peeled, without seed, raw",ko,Vegetables,100g,27.0,1.21,1151.0,725.0,2.0,
,kr-498.0,"호박, 당호박, 생것","pumpkin, raw",ko,Vegetables,100g,77.0,1.0,46.0,859.0,9.0,
,kr-499.0,"호박, 당호박, 생것","Pumpkin, raw",ko,Vegetables,100g,223.0,1.62,15.0,188.0,5.0,
,kr-500.0,"호박 (Madale), 생것","Pumpkin, raw",ko,Vegetables,100g,34.0,1.02,28.0,175.0,4.0,
,kr-501.0,"호박, 애호박, 생것","Pumpkin, immature, raw",ko,Vegetables,100g,30.0,1.42,29.0,186.0,5.0,
,kr-502.0,"호박, 늙은호박, 생것","Butternut squash, raw",ko,Vegetables,100g,65.0,1.41,,,,
,kr-503.0,"호박, 당호박, 생것","Pumpkin, peeled, raw",ko,Vegetables,100g,50.0,1.44,47.0,688.0,1.0,
,kr-504.0,"무, 삶은것","Radish, daikon, boiled",ko,Vegetables,100g,20.0,0.22,16.0,363.0,21.0,
,kr-505.0,"무, 생것","Radish, daikon, raw",ko,Vegetables,100g,22.0,0.57,13.0,450.0,15.0,
,kr-506.0,"무, 생것","Radish, daikon, raw",ko,Vegetables,100g,17.0,0.47,,,,
,kr-507.0,"무, 생것","Radish, raw",ko,Vegetables,100g,19.0,0.81,8.0,244.0,24.0,
,kr-508.0,"무, 생것","Radish, raw",ko,Vegetables,100g,99.0,0.6,72.0,385.0,21.0,
,kr-509.0,"무, 생것","Radish, daikon, raw",ko,Vegetables,100g,20.0,2.13,48.0,304.0,,
,kr-510.0,"무 (Nino arli), 생것","Radish, raw",ko,Vegetables,100g,36.0,0.8,27.0,271.0,20.0,
,kr-511.0,"무 (Puthane rato mula), 빨간색, 생것","Radish, red, raw",ko,Vegetables,100g,37.0,1.36,19.0,247.0,19.0,
,kr-512.0,"무, 빨간색, 삶은것","Radish, red, boiled",ko,Vegetables,100g,19.0,0.67,20.0,250.0,16.0,
,kr-513.0,"무, 빨간색, 생것","Radish, red, raw",ko,Vegetables,100g,21.0,0.79,13.0,246.0,16.0,
,kr-514.0,"양배추, 적색, 생것","Cabbage, red, raw",ko,Vegetables,100g,34.0,1.4,81.0,925.0,40.0,
,kr-515.0,"양파, 샬롯, 생것","Onion, shallot, raw",ko,Vegetables,100g,50.0,2.51,132.0,136.0,55.0,
,kr-516.0,"상추, 줄기상추, 생것","Lettuce, siomak, raw",ko,Vegetables,100g,39.0,2.08,25.0,574.0,13.0,
,kr-517.0,"갓끈동부, 생것 (Borboti)","yardlong bean, raw",ko,Vegetables,100g,38.0,2.63,50.0,246.0,4.0,
,kr-518.0,"멜린조, 어린잎, 생것","Gnetum ,leaves, immature, raw",ko,Vegetables,100g,65.0,5.0,73.0,379.0,6.0,
,kr-519.0,"샤타바리 (Shatavari), 잎, 생것","Asparagus, wild, raw",ko,Vegetables,100g,101.0,3.53,155.0,1989.0,51.0,
,kr-520.0,"시금치, 생것","Spinach, raw",ko,Vegetables,100g,70.0,2.9,102.0,1029.0,136.0,
,kr-521.0,"인디언스피니치, 생것 (Buutsai)","Spinach, raw",ko,Vegetables,100g,59.0,1.8,15.0,652.0,40.0,
,kr-522.0,"시금치, 생것","Spinach, raw",ko,Vegetables,100g,41.0,2.7,39.0,609.0,42.0,
,kr-523.0,"수세미 (New narayani), 생것","Sponge gourd, luffa gourd, raw",ko,Vegetables,100g,28.0,1.2,37.0,182.0,7.0,
,kr-524.0,"수세미, 생것 (Muop ta)","Sponge gourd, luffa gourd, raw",ko,Vegetables,100g,19.0,0.73,,,,
,kr-525.0,"파, 쪽파, 생것","Welsh onion, spring onion, raw",ko,Vegetables,100g,24.0,1.19,21.0,230.0,19.0,
,kr-526.0,"파, 쪽파, 생것","Welsh onion, spring onion, raw",ko,Vegetables,100g,72.0,0.95,22.0,236.0,9.0,
,kr-527.0,"호박, 단호박, 삶은것","Pumpkin, kabocha squash, boiled",ko,Vegetables,100g,38.0,0.59,26.0,151.0,3.0,
,kr-528.0,"호박, 단호박, 생것","Pumpkin, kabocha squash, raw",ko,Vegetables,100g,38.0,0.49,34.0,264.0,2.0,
,kr-529.0,"호박, 진공유탕, ","Pumpkin, vacuum-fried",ko,Vegetables,100g,593.0,3.0,159.0,997.0,66.0,
,kr-530.0,"해바라기, 싹, 생것","Sunflower sprout, raw",ko,Vegetables,100g,25.0,1.6,,187.0,21.0,
,kr-531.0,"고구마, 줄기, 생것","Sweet potato stems, raw",ko,Vegetables,100g,30.0,2.35,,,,
,kr-532.0,"갓끈동부, 생것 (Bodi)","yardlong bean, raw",ko,Vegetables,100g,43.0,2.74,56.0,339.0,10.0,
,kr-533.0,"토마토, 초록색, 생것","Tomato, green, raw",ko,Vegetables,100g,23.0,1.52,19.0,202.0,17.0,
,kr-534.0,"토마토 (BARI tomato-8), 생것","Tomato, raw",ko,Vegetables,100g,20.0,1.33,31.0,269.0,7.0,
,kr-535.0,"토마토 (BINA tomato-12), 생것","Tomato, raw",ko,Vegetables,100g,24.0,0.78,33.0,266.0,6.0,
,kr-536.0,"토마토 (Khumal 2), 생것","Tomato, raw",ko,Vegetables,100g,26.0,0.84,19.0,188.0,9.0,
,kr-537.0,"토마토 (Srijana), 생것","Tomato, raw",ko,Vegetables,100g,25.0,1.22,20.0,155.0,10.0,
,kr-538.0,"토마토, 생것","Tomato, raw",ko,Vegetables,100g,26.0,1.02,9.0,153.0,24.0,
,kr-539.0,"토마토, 생것","Tomato, raw",ko,Vegetables,100g,20.0,0.94,19.0,163.0,4.0,
,kr-540.0,"미나리, 생것","Water dropwort, raw",ko,Vegetables,100g,27.0,1.84,,,,
,kr-541.0,"공심채, 생것","Water spinach, raw",ko,Vegetables,100g,23.0,2.94,53.0,666.0,56.0,
,kr-542.0,"물냉이, 생것","Watercress, raw",ko,Vegetables,100g,20.0,2.41,,,,
,kr-543.0,"수련, 줄기, 껍질제거, 생것","Waterlily, stems, peeled, raw",ko,Vegetables,100g,12.0,1.13,16.0,249.0,112.0,
,kr-544.0,"동아, 미숙, 생것","Wax gourd, immature, raw",ko,Vegetables,100g,18.0,1.13,38.0,150.0,0.0,
,kr-545.0,"동아, 생것","Wax gourd, raw",ko,Vegetables,100g,8.0,0.42,,,,
,kr-546.0,"양배추, 야생, 생것","Cabbage, wild, raw",ko,Vegetables,100g,36.0,2.42,34.0,231.0,20.0,
,kr-547.0,"갓끈동부, 생것","Yardlong bean, raw",ko,Vegetables,100g,89.0,2.5,493.0,2.0,40.0,
,kr-548.0,"갓끈동부, 생것","Yardlong bean, raw",ko,Vegetables,100g,37.0,3.91,58.0,195.0,9.0,
,kr-549.0,"호박, 쥬키니, 생것","Pumpkin, zucchini, raw",ko,Vegetables,100g,87.0,0.6,71.0,632.0,14.0,
,kr-550.0,"느타리버섯, 생것","Abalone mushroom, raw",ko,Mushrooms,100g,38.0,1.89,80.0,382.0,36.0,
,kr-551.0,"풀버섯, 생것","Barometer earthstars mushroom, raw",ko,Mushrooms,100g,55.0,3.06,93.0,330.0,146.0,
,kr-552.0,"양송이버섯, 생것","Button mushroom, raw",ko,Mushrooms,100g,39.0,3.68,87.0,318.0,8.0,
,kr-553.0,"뿔목이, 삶은것","Cloud ear fungus mushroom, boiled",ko,Mushrooms,100g,71.0,1.92,,,,
,kr-554.0,"흰독우산광대버섯, 생것 (Het ra ngok khao)","Death cap mushroom, white, raw",ko,Mushrooms,100g,19.0,1.28,42.0,174.0,16.0,
,kr-555.0,"헷콘카오버섯, 생것 (Het khon khao)","Log whitemushroom, raw",ko,Mushrooms,100g,36.0,2.73,107.0,225.0,13.0,
,kr-556.0,"팽이버섯, 생것","Winter mushroom, enoki mushroom, raw",ko,Mushrooms,100g,41.0,2.3,60.0,334.0,8.0,
,kr-557.0,"팽이버섯, 생것","Winter mushroom, enoki mushroom, raw",ko,Mushrooms,100g,46.0,2.81,,,,
,kr-558.0,"팽이버섯, 생것","Winter mushroom, enoki mushroom, golden neddle mushroom, raw",ko,Mushrooms,100g,32.0,1.87,50.0,219.0,15.0,
,kr-559.0,"큰느타리버섯, 생것","King oyster mushroom, raw",ko,Mushrooms,100g,40.0,2.74,71.0,252.0,9.0,
,kr-560.0,"양송이버섯, 생것","Botten Mushroom, white, raw",ko,Mushrooms,100g,34.0,1.59,91.0,290.0,1.0,
,kr-561.0,"포토벨로버섯, 생것 (Portobello)","Portobello mushroom, raw",ko,Mushrooms,100g,35.0,4.15,91.0,333.0,8.0,
,kr-562.0,"느티만가닥버섯, 갈색, 생것","Beech mushroom, brown, raw",ko,Mushrooms,100g,37.0,2.48,64.0,316.0,4.0,
,kr-563.0,"느티만가닥버섯, 하얀색, 생것","Beech mushroom, white, raw",ko,Mushrooms,100g,35.0,2.6,63.0,361.0,7.0,
,kr-564.0,"표고버섯, 삶은것","Oak mushroom, shiitake, boiled",ko,Mushrooms,100g,43.0,2.18,93.0,223.0,3.0,
,kr-565.0,"표고버섯, 생것","Oak mushroom, shiitake, raw",ko,Mushrooms,100g,52.0,4.4,105.0,374.0,9.0,
,kr-566.0,"표고버섯, 생것","Oak mushroom, shiitake, raw",ko,Mushrooms,100g,32.0,2.04,47.0,201.0,9.0,
,kr-567.0,"느타리버섯, 생것","Oyster mushroom, raw",ko,Mushrooms,100g,29.0,2.05,,147.0,21.0,
,kr-568.0,"헷끄라당버섯, 생것 (Het kra dang)","Oyster mushroom , raw",ko,Mushrooms,100g,33.0,1.92,50.0,143.0,10.0,
,kr-569.0,"느타리버섯, 여름느타리버섯, 생것","Oyster mushroom, sajor-caju, raw",ko,Mushrooms,100g,26.0,1.48,47.0,127.0,8.0,
,kr-570.0,"느타리버섯, 삶은것","Oyster mushroom, boiled",ko,Mushrooms,100g,52.0,2.48,53.0,121.0,3.0,
,kr-571.0,"흰목이버섯, 생것","Snow mushroom, raw",ko,Mushrooms,100g,33.0,2.03,40.0,236.0,7.0,
,kr-572.0,"풀버섯, 생것","Straw mushroom, raw",ko,Mushrooms,100g,26.0,2.81,88.0,281.0,13.0,
,kr-573.0,"헷콘버섯, 생것 (Het khon)","Termite mushroom, raw",ko,Mushrooms,100g,28.0,2.34,61.0,100.0,14.0,
,kr-574.0,"목이버섯, 생것","Wood ear mushroom, raw",ko,Mushrooms,100g,31.0,0.8,15.0,25.0,16.0,
,kr-575.0,"사과, 생것","Apple, raw",ko,Fruits,100g,71.0,0.27,11.0,106.0,1.0,
,kr-576.0,"사과, 생것","Apple, raw",ko,Fruits,100g,67.0,0.33,157.0,414.0,34.0,
,kr-577.0,"사과 (Fuji), 생것","Apple, raw",ko,Fruits,100g,72.0,0.18,10.0,106.0,1.0,
,kr-578.0,"사과 (Golden), 생것","Apple, raw",ko,Fruits,100g,64.0,0.4,9.0,95.0,2.0,
,kr-579.0,"사과, 초록색, 생것","Apple, green, raw",ko,Fruits,100g,51.0,0.3,6.0,104.0,3.0,
,kr-580.0,"사과, 생것","Apple, raw",ko,Fruits,100g,69.0,0.3,7.0,98.0,1.0,
,kr-581.0,"사과, 작은것 생것","Apple, small, raw",ko,Fruits,100g,91.0,0.73,0.0,239.0,1.0,
,kr-582.0,"아보카도 (Hass), 생것","Avocado, raw",ko,Fruits,100g,126.0,1.09,272.0,272.0,5.0,
,kr-583.0,"아보카도 (Lula), 생것","Avocado, raw",ko,Fruits,100g,123.0,1.44,289.0,289.0,6.0,
,kr-584.0,"바나나 (Nam-wa), 애플바나나, 생것","Banana, apple banana, raw",ko,Fruits,100g,44.0,0.5,,,,
,kr-585.0,"바나나 (Pisang awak), 생것","Banana, chek namva, raw",ko,Fruits,100g,146.0,1.81,56.0,288.0,7.0,
,kr-586.0,"바나나칩, 튀긴것 ","Banana chip, deep-fried",ko,Fruits,100g,568.0,1.5,61.0,470.0,6.0,
,kr-587.0,"바나나 (Ambon, Lumut), 플랜틴, 생것","Banana, plantain, raw",ko,Fruits,100g,114.0,3.56,20.0,358.0,11.0,
,kr-588.0,"바나나 (Tanduk, Rhino horn), 삶은것","Banana, boiled",ko,Fruits,100g,153.0,1.37,26.0,314.0,2.0,
,kr-589.0,"바나나 (Cavendish), 캐번디시, 생것","Banana, raw",ko,Fruits,100g,112.0,0.93,,,,
,kr-590.0,"바나나 (Karpuravalli), 카르푸라발리, 생것","Banana, raw",ko,Fruits,100g,134.0,0.92,,,,
,kr-591.0,"바나나 (Cavendish), 생것","Banana, raw",ko,Fruits,100g,110.0,1.28,18.0,391.0,2.0,
,kr-592.0,"바나나 (Tanduk, Rhino horn), 생것","Banana, raw",ko,Fruits,100g,170.0,1.31,27.0,527.0,4.0,
,kr-593.0,"바나나 (Rubber kesel), 생것","Banana, raw",ko,Fruits,100g,130.0,1.78,122.0,9.0,3.0,
,kr-594.0,"바나나 (G9), 생것","Banana, raw",ko,Fruits,100g,114.0,1.17,22.0,334.0,0.0,
,kr-595.0,"바나나 (Hom), 생것","Banana, raw",ko,Fruits,100g,60.0,1.3,271.0,271.0,4.0,
,kr-596.0,"바나나 (Khai), 생것","Banana, raw",ko,Fruits,100g,106.0,1.33,255.0,212.0,24.0,
,kr-597.0,"빌림비, 생것","Bilimbi, raw",ko,Fruits,100g,23.0,0.0,166.0,1463.0,3.0,
,kr-598.0,"블랙커런트, 야생, 냉동, ","Blackcurrant, wild, frozen ",ko,Fruits,100g,96.0,1.26,0.0,340.0,1.0,
,kr-599.0,"블루베리, 야생, 냉동, ","Blueberry, wild, frozen",ko,Fruits,100g,58.0,1.09,0.0,49.0,1.0,
,kr-600.0,"빵나무, 열매, 생것","Breadfruit, raw",ko,Fruits,100g,113.0,1.23,131.0,3.0,2.0,
,kr-601.0,"멜론, 칸탈루프, 생것","Melon, cantaloupe, raw",ko,Fruits,100g,39.0,1.01,,,,
,kr-602.0,"멜론, 칸탈루프, 생것","Melon, cantaloupe, raw",ko,Fruits,100g,40.0,0.72,,185.0,8.0,
,kr-603.0,"체리, 생것","Cherry, red, raw",ko,Fruits,100g,66.0,1.49,25.0,165.0,2.0,
,kr-604.0,"바나나 (Chek pong moin), 생것","Banana, Chek pong moin, raw",ko,Fruits,100g,115.0,2.84,48.0,390.0,14.0,
,kr-605.0,"자두, 생것","Plum, raw",ko,Fruits,100g,45.0,0.77,,,,
,kr-606.0,"크랜베리, 야생, 냉동, ","Cranberry, wild, frozen",ko,Fruits,100g,72.0,0.69,0.0,70.0,2.0,
,kr-607.0,"블랙커런트, 생것","Currant, black, raw",ko,Fruits,100g,67.0,1.51,79.0,283.0,1.0,
,kr-608.0,"블랙커런트, 야생, 냉동, ","Currant, black, wild, frozen",ko,Fruits,100g,67.0,1.57,0.0,365.0,2.0,
,kr-609.0,"커스터드애플, 생것 (NA)","Custard apple, raw",ko,Fruits,100g,88.0,1.77,,,,
,kr-610.0,"대추야자, 진갈색, 말린것","Dates, dark brown, dried",ko,Fruits,100g,340.0,2.38,70.0,782.0,3.0,
,kr-611.0,"대추야자, 연갈색, 말린것","Dates, pale brown, dried",ko,Fruits,100g,348.0,2.31,86.0,784.0,4.0,
,kr-612.0,"포멜로, 생것","Dien grapefruit, raw",ko,Fruits,100g,47.0,0.54,,,,
,kr-613.0,"용과, 적육종, 생것","Dragon fruit, red, raw",ko,Fruits,100g,65.0,2.11,31.0,247.0,32.0,
,kr-614.0,"용과, 백육종, 생것","Dragon fruit, white, raw",ko,Fruits,100g,62.0,1.12,,,,
,kr-615.0,"용과, 적육종, 생것","Dragon fruit, red, raw",ko,Fruits,100g,63.0,1.05,38.0,212.0,3.0,
,kr-616.0,"용과, 백육종, 생것","Dragon fruit, white, raw",ko,Fruits,100g,59.0,1.12,,262.0,8.0,
,kr-617.0,"두리안, 생것","Durian, raw",ko,Fruits,100g,97.0,3.18,61.0,504.0,5.0,
,kr-618.0,"두리안 (Mawn tong), 생것","Durian, raw",ko,Fruits,100g,134.0,2.33,26.0,378.0,16.0,
,kr-619.0,"두리안, 생것","Durian, raw",ko,Fruits,100g,150.0,2.97,,,,
,kr-620.0,"프루트칵테일, 통조림, ","Fruits cocktail, canned, light syrup",ko,Fruits,100g,44.0,0.19,5.0,52.0,4.0,
,kr-621.0,"구스베리, 생것","Gooseberry, raw",ko,Fruits,100g,74.0,0.46,22.0,232.0,1.0,
,kr-622.0,"포도 (Ninh thuan), 초록색, 생것","Grape, green, raw",ko,Fruits,100g,55.0,0.68,,,,
,kr-623.0,"포도, 씨없는 포도, 빨간색, 생것","Grape, red, seedless, raw",ko,Fruits,100g,79.0,0.87,24.0,208.0,7.0,
,kr-624.0,"바나나, 초록색, 완숙, 생것","Banana, green banana, ripe, raw",ko,Fruits,100g,91.0,1.36,37.0,320.0,33.0,
,kr-625.0,"구아바 (Crystal), 빨간색, 생것","Guava, red, raw",ko,Fruits,100g,50.0,0.39,14.0,84.0,10.0,
,kr-626.0,"구아바, 하얀색, 생것","Guava, white, raw",ko,Fruits,100g,67.0,1.61,23.0,266.0,2.0,
,kr-627.0,"구아바 (Kimchu), 하얀색, 생것","Guava, white, raw",ko,Fruits,100g,46.0,0.57,,164.0,5.0,
,kr-628.0,"구아바, 생것","Guava, raw",ko,Fruits,100g,41.0,0.81,,,,
,kr-629.0,"구아바, 빨간색, 생것","Guava, red, raw",ko,Fruits,100g,47.0,0.58,9.0,409.0,3.0,
,kr-630.0,"인도대추, 생것 (Bolsundori)","Indian jujube, raw",ko,Fruits,100g,68.0,0.84,28.0,501.0,6.0,
,kr-631.0,"잭프루트, 생것","Jackfruit, raw",ko,Fruits,100g,89.0,1.23,127.0,341.0,4.0,
,kr-632.0,"잭프루트, 생것","Jackfruit, raw",ko,Fruits,100g,81.0,1.2,,,,
,kr-633.0,"잭프루트, 생것","Jackfruit, raw",ko,Fruits,100g,84.0,1.51,,,,
,kr-634.0,"대추, 생것","Indian jujube, apple jujube, raw",ko,Fruits,100g,40.0,0.64,,120.0,4.0,
,kr-635.0,"대추, 생것","Jujube, raw",ko,Fruits,100g,71.0,1.23,,158.0,12.0,
,kr-636.0,"대추, 생것","Jujube, raw",ko,Fruits,100g,47.0,0.66,,,,
,kr-637.0,라임 주스,Lime juice ,ko,Fruits,100g,21.0,0.0,10.0,188.0,1.0,
,kr-638.0,"롱안, 생것","Longan, raw",ko,Fruits,100g,68.0,1.11,,,,
,kr-639.0,"롱안, 생것","Longan, raw",ko,Fruits,100g,79.0,2.6,40.0,211.0,26.0,
,kr-640.0,"랑삿, 생것","Longkong, raw",ko,Fruits,100g,64.0,0.97,19.0,188.0,8.0,
,kr-641.0,"리치 (Patharia red), 생것","Lychee, raw",ko,Fruits,100g,59.0,0.89,23.0,161.0,1.0,
,kr-642.0,"리치, 생것","Lychee, raw",ko,Fruits,100g,61.0,0.96,25.0,158.0,0.0,
,kr-643.0,"리치 (Jom jai jakapat), 생것","Lychee, raw",ko,Fruits,100g,65.0,0.65,121.0,121.0,8.0,
,kr-644.0,"리치, 생것","Lychee, raw",ko,Fruits,100g,57.0,0.9,,,,
,kr-645.0,"당귤, 생것","Malta, raw",ko,Fruits,100g,39.0,0.31,23.0,21.0,1.0,
,kr-646.0,"당귤, 생것 (Cam xoan)","Mandarin, raw",ko,Fruits,100g,39.0,0.77,,,,
,kr-647.0,"귤 (95 OKEJU), 생것","Mandarin, raw",ko,Fruits,100g,51.0,0.99,21.0,162.0,2.0,
,kr-648.0,"귤 (Khoku 1), 생것","Mandarin, raw",ko,Fruits,100g,50.0,0.57,18.0,160.0,1.0,
,kr-649.0,"망고, 말린것","Mango, dried",ko,Fruits,100g,365.0,1.6,25.0,19.0,147.0,
,kr-650.0,"망고 피클, ","Mango, pickled",ko,Fruits,100g,137.0,0.87,7.0,46.0,,
,kr-651.0,"망고 (Bombay), 생것","Mango, raw",ko,Fruits,100g,65.0,0.57,10.0,125.0,1.0,
,kr-652.0,"망고 (Dashera), 생것","Mango, raw",ko,Fruits,100g,64.0,0.54,13.0,133.0,1.0,
,kr-653.0,"망고 (Carabao), 생것","Mango, raw",ko,Fruits,100g,70.0,0.6,27.0,248.0,156.0,
,kr-654.0,"망고 (Mun khunsi), 생것","Mango, raw",ko,Fruits,100g,76.0,0.71,,115.0,5.0,
,kr-655.0,"망고, 생것","Mango, raw",ko,Fruits,100g,54.0,0.7,,,,
,kr-656.0,"망고 (Keo romeat), 생것","Mango, raw",ko,Fruits,100g,55.0,1.3,29.0,70.0,9.0,
,kr-657.0,"망고 (Num dok mai), 생것","Mango, raw",ko,Fruits,100g,77.0,0.73,16.0,154.0,5.0,
,kr-658.0,"망고, 말린것","Mango, sliced, dried",ko,Fruits,100g,353.0,1.66,47.0,237.0,67.0,
,kr-659.0,"망고 (Kiew sa weya), 미숙, 생것","Mango, immature, raw",ko,Fruits,100g,85.0,0.72,28.0,137.0,3.0,
,kr-660.0,"망고스틴, 생것","Mangosteen, raw",ko,Fruits,100g,78.0,0.59,47.0,47.0,3.0,
,kr-661.0,"망고스틴, 생것","Mangosteen, raw",ko,Fruits,100g,65.0,0.49,,,,
,kr-662.0,"멜론 (Japanese), 초록색, 생것","Melon, green, raw",ko,Fruits,100g,29.0,0.86,,202.0,13.0,
,kr-663.0,"멜론, 머스크, 생것","Melon, musk, raw",ko,Fruits,100g,111.0,0.67,0.0,365.0,13.0,
,kr-664.0,"포멜로 (Nam roi), 생것","Pomelo, raw",ko,Fruits,100g,39.0,0.88,,,,
,kr-665.0,오렌지 주스,Orange juice ,ko,Fruits,100g,42.0,0.73,15.0,153.0,1.0,
,kr-666.0,"오렌지 (Sai nam phung), 생것","Orange, raw",ko,Fruits,100g,44.0,0.64,16.0,115.0,5.0,
,kr-667.0,"멜론, 패디 멜론, 생것","Melon, paddymelon, raw",ko,Fruits,100g,15.0,1.2,33.0,81.0,32.0,
,kr-668.0,"롱안 (Pailin), 생것","Longan, raw",ko,Fruits,100g,91.0,2.34,48.0,207.0,11.0,
,kr-669.0,"파파야, 미숙, 생것","Papaya, immature, raw",ko,Fruits,100g,23.0,1.88,10.0,130.0,29.0,
,kr-670.0,"파파야, 미숙, 생것","Papaya, immature, raw",ko,Fruits,100g,26.0,0.52,30.0,146.0,12.0,
,kr-671.0,"파파야 (Merah Delima), 생것","Papaya, ripe, raw",ko,Fruits,100g,50.0,1.45,57.0,240.0,6.0,
,kr-672.0,"파파야, 생것","Papaya, ripe, raw",ko,Fruits,100g,33.0,0.54,17.0,171.0,5.0,
,kr-673.0,"파파야, 생것","Papaya, ripe, raw",ko,Fruits,100g,38.0,0.83,34.0,187.0,16.0,
,kr-674.0,"파파야, 생것","Papaya, ripe, raw",ko,Fruits,100g,46.0,1.52,30.0,212.0,23.0,
,kr-675.0,"파파야 (Hollands), 생것","Papaya, ripe, raw",ko,Fruits,100g,44.0,0.61,11.0,190.0,10.0,
,kr-676.0,"백향과 (패션프루트), 생것","Passion fruit, raw",ko,Fruits,100g,81.0,1.81,34.0,238.0,7.0,
,kr-677.0,"백향과 (패션프루트), 생것","Passion fruit, raw",ko,Fruits,100g,108.0,2.16,,,,
,kr-678.0,"복숭아, 생것","Peach, raw",ko,Fruits,100g,34.0,1.08,,,,
,kr-679.0,"배, 생것","Pear, raw",ko,Fruits,100g,63.0,0.51,3.0,103.0,2.0,
,kr-680.0,"감, 생것","Persimmon, raw",ko,Fruits,100g,58.0,0.8,50.0,223.0,11.0,
,kr-681.0,"감, 생것","Persimmon, raw",ko,Fruits,100g,71.0,0.45,,100.0,3.0,
,kr-682.0,"골든베리, 생것","Cape gooseberry, raw",ko,Fruits,100g,71.0,1.17,0.0,123.0,2.0,
,kr-683.0,"파인애플, 생것","Pineapple, raw",ko,Fruits,100g,64.0,0.65,6.0,140.0,2.0,
,kr-684.0,"파인애플 (Madu belik), 생것","Pineapple, raw",ko,Fruits,100g,86.0,0.65,10.0,124.0,19.0,
,kr-685.0,"파인애플 (Phu lae), 생것","Pineapple, raw",ko,Fruits,100g,62.0,0.47,,58.0,6.0,
,kr-686.0,"파인애플 (Suan phueng), 생것","Pineapple, raw",ko,Fruits,100g,53.0,0.54,,99.0,8.0,
,kr-687.0,"파인애플, 생것","Pineapple, raw",ko,Fruits,100g,67.0,0.72,,,,
,kr-688.0,"파인애플, 생것","Pineapple, raw",ko,Fruits,100g,60.0,1.8,40.0,45.0,17.0,
,kr-689.0,"석류, 생것","Pomegranate, raw",ko,Fruits,100g,85.0,0.9,88.0,287.0,12.0,
,kr-690.0,"포멜로 (Khao namphung), 생것","Pomelo, raw",ko,Fruits,100g,43.0,0.77,23.0,165.0,7.0,
,kr-691.0,"포멜로 (Thong dee), 생것","Pomelo, raw",ko,Fruits,100g,43.0,0.79,21.0,159.0,7.0,
,kr-692.0,"포멜로 (Tubtim Siam), 생것","Pomelo, raw",ko,Fruits,100g,38.0,0.79,,124.0,9.0,
,kr-693.0,"포멜로, 생것","Pomelo, raw",ko,Fruits,100g,39.0,2.32,34.0,177.0,33.0,
,kr-694.0,"오렌지, 생것 (Phle krauch pursat)","Orange, pursat, raw",ko,Fruits,100g,28.0,1.39,40.0,153.0,16.0,
,kr-695.0,"람부탄 (Rong rean), 생것","Rambutan, raw",ko,Fruits,100g,77.0,0.94,140.0,140.0,4.0,
,kr-696.0,"람부탄, 생것","Rambutan, raw",ko,Fruits,100g,78.0,1.03,,,,
,kr-697.0,"용과, 적육종, 생것","Dragon fruit, red, raw",ko,Fruits,100g,59.0,1.29,,,,
,kr-698.0,"자바애플 (Tubtimjun), 빨간색, 생것","Rose apple, red, raw",ko,Fruits,100g,45.0,0.46,97.0,97.0,6.0,
,kr-699.0,"자바애플, 하얀색, 생것","Rose apple, white, raw",ko,Fruits,100g,67.0,0.67,11.0,115.0,3.0,
,kr-700.0,"살라크 (Sumalee), 생것","Salak, raw",ko,Fruits,100g,71.0,0.54,,213.0,9.0,
,kr-701.0,"치클, 생것 (Hong Xiem)","Sapodilla chicle, raw",ko,Fruits,100g,90.0,0.46,,,,
,kr-702.0,"귤, 사트코라, 생것, 껍질포함","Satkara, peeled, raw",ko,Fruits,100g,116.0,0.85,417.0,417.0,24.0,
,kr-703.0,"갈매보리수, 냉동","Sea buckthorn, frozen",ko,Fruits,100g,85.0,2.05,0.0,7.0,5.0,
,kr-704.0,"야광나무, 야생, 생것","Siberian crab apple, wild, raw",ko,Fruits,100g,179.0,0.64,0.0,357.0,2.0,
,kr-705.0,"살라크 (Gula Pasir), 생것","Salak, Salacca, raw",ko,Fruits,100g,87.0,0.61,83.0,34.0,1.0,
,kr-706.0,"스타애플, 생것 (Vu sua)","Star apple, raw",ko,Fruits,100g,66.0,0.81,,,,
,kr-707.0,"딸기, 생것","Strawberry, raw",ko,Fruits,100g,41.0,0.7,0.0,14.0,18.0,
